,gross_return,turnover,cost,net_return,long_leg_ret,short_leg_ret
2012-09-20,-0.01305400847704532,0.6000000000000001,0.00018,-0.01323400847704532,-0.0048192078327918605,0.00823480064425346
2012-09-21,-0.0007873216468081267,0.4,0.00011999999999999999,-0.0009073216468081267,-0.01541096607155228,-0.014623644424744153
2012-09-24,0.0008708425236845453,0.6000000000000001,0.00018,0.0006908425236845453,0.000873016185314568,2.1736616300227496e-06
2012-09-25,-0.004124872915684642,0.4,0.00011999999999999999,-0.004244872915684642,-0.006364527391273711,-0.00223965447558907
2012-09-26,-0.0006832349417526856,0.4,0.00011999999999999999,-0.0008032349417526856,-0.0025517022359264896,-0.0018684672941738033
2012-09-27,-0.005716805126643298,0.8,0.00023999999999999998,-0.005956805126643298,0.003908631518759642,0.00962543664540294
2012-09-28,-0.000999174903558898,0.6000000000000001,0.00018,-0.0011791749035588981,-0.01821838572258274,-0.017219210819023844
2012-10-08,-0.008548693008079897,1.0,0.0003,-0.008848693008079897,0.009842453536815432,0.01839114654489533
2012-10-09,-0.005204929478056108,0.4,0.00011999999999999999,-0.0053249294780561085,-0.0040411204746266804,0.001163809003429428
2012-10-10,0.01033432080465422,0.2,5.9999999999999995e-05,0.01027432080465422,0.0016827320508554955,-0.008651588753798723
2012-10-11,-0.01158651238145152,0.6000000000000001,0.00018,-0.01176651238145152,-0.008807196353797586,0.002779316027653933
2012-10-12,-0.0015199022593449085,0.4,0.00011999999999999999,-0.0016399022593449083,-0.014255334329831415,-0.012735432070486507
2012-10-15,0.0008970325480923465,0.6000000000000001,0.00018,0.0007170325480923465,0.007854398873840051,0.006957366325747704
2012-10-16,-0.004976714312024799,0.2,5.9999999999999995e-05,-0.0050367143120247995,-0.0010546823518876812,0.003922031960137118
2012-10-17,0.007184395372021335,0.6,0.00017999999999999998,0.007004395372021336,0.009620087763530094,0.002435692391508759
2012-10-18,0.017999336417225578,0.6000000000000001,0.00018,0.01781933641722558,0.004553042158979781,-0.013446294258245794
2012-10-19,-0.007092018882989604,1.0,0.0003,-0.0073920188829896035,-0.0003720726275648678,0.006719946255424736
2012-10-22,0.0036536722318303754,0.4,0.00011999999999999999,0.0035336722318303755,-0.006121228276061342,-0.009774900507891714
2012-10-23,0.0068132318157433595,0.8,0.00023999999999999998,0.00657323181574336,0.00792815683043866,0.0011149250146953004
2012-10-24,0.00670178831092767,0.8,0.00023999999999999998,0.00646178831092767,0.005272539940147513,-0.0014292483707801563
2012-10-25,-0.00515155292889855,0.8,0.00023999999999999998,-0.00539155292889855,-0.00803979967360009,-0.0028882467447015393
2012-10-26,0.015166460480311205,0.8,0.00023999999999999998,0.014926460480311205,0.004817076493227335,-0.010349383987083871
2012-10-29,0.004243787093119056,1.0,0.0003,0.003943787093119056,0.004426390497829558,0.00018260340471050186
2012-10-30,0.005149013257653135,0.8,0.00023999999999999998,0.004909013257653135,0.00457775226919459,-0.000571260988458544
2012-10-31,0.004742137603405028,0.6000000000000001,0.00018,0.004562137603405028,0.009234030949343275,0.004491893345938247
2012-11-01,0.0001643997493260272,1.0,0.0003,-0.00013560025067397278,-0.0022912741304981,-0.0024556738798241274
2012-11-02,-0.009124094665213358,0.8,0.00023999999999999998,-0.009364094665213358,-0.014140775602414779,-0.005016680937201423
2012-11-05,0.0056678091091661555,0.4,0.00011999999999999999,0.005547809109166155,0.005604333952387641,-6.347515677851412e-05
2012-11-06,0.0271458373456712,0.4,0.00011999999999999999,0.0270258373456712,0.02469784930023842,-0.0024479880454327807
2012-11-07,-0.00754131679250889,0.6000000000000001,0.00018,-0.00772131679250889,-0.009392793020457323,-0.0018514762279484343
2012-11-08,8.407378128614303e-05,0.2,5.9999999999999995e-05,2.407378128614304e-05,-0.0010370705352480193,-0.0011211443165341616
2012-11-09,-0.015558750539746025,0.4,0.00011999999999999999,-0.015678750539746024,-0.01803545331089156,-0.0024767027711455336
2012-11-12,-0.011281828171983333,0.6000000000000001,0.00018,-0.011461828171983332,-0.01803642209437286,-0.006754593922389529
2012-11-13,0.0067867742883978895,0.8,0.00023999999999999998,0.00654677428839789,0.009465354660510617,0.0026785803721127268
2012-11-14,-0.005234826246460412,0.6000000000000001,0.00018,-0.005414826246460411,-0.0074683487389807235,-0.0022335224925203122
2012-11-15,0.009697152075710558,0.2,5.9999999999999995e-05,0.009637152075710559,-0.001929434265063823,-0.01162658634077438
2012-11-16,0.017507407590303094,1.2000000000000002,0.00036,0.017147407590303095,0.00994444130961165,-0.007562966280691441
2012-11-19,-0.0013586982092110178,1.0,0.0003,-0.0016586982092110178,-0.0029520648757532797,-0.0015933666665422618
2012-11-20,0.006634736371918449,0.6,0.00017999999999999998,0.006454736371918449,0.0036725706921679757,-0.0029621656797504726
2012-11-21,-0.0006974898388320662,0.6000000000000001,0.00018,-0.0008774898388320663,-5.3046161015979365e-06,0.0006921852227304681
2012-11-22,0.0012365291219051946,0.8,0.00023999999999999998,0.0009965291219051946,0.0033704014786787974,0.002133872356773603
2012-11-23,-0.006241218836351004,0.4,0.00011999999999999999,-0.006361218836351004,0.0004919488505687797,0.006733167686919783
2012-11-26,-0.003725900087750889,0.6000000000000001,0.00018,-0.003905900087750889,-0.004262648664886348,-0.0005367485771354596
2012-11-27,0.011682232985996289,0.2,5.9999999999999995e-05,0.01162223298599629,0.0054320174353615245,-0.006250215550634763
2012-11-28,-0.004474840640048039,0.6000000000000001,0.00018,-0.004654840640048038,-0.004458221473697455,1.6619166350584357e-05
2012-11-29,-0.010133035778637313,0.6000000000000001,0.00018,-0.010313035778637313,-0.0006368266849505977,0.009496209093686713
2012-11-30,0.012396154587835339,0.2,5.9999999999999995e-05,0.01233615458783534,0.017265172894820192,0.004869018306984852
2012-12-03,0.007547491271096131,0.6000000000000001,0.00018,0.007367491271096131,-0.004992360167845833,-0.012539851438941962
2012-12-04,0.004117823745601747,0.6000000000000001,0.00018,0.003937823745601747,0.008542465009695998,0.004424641264094253
2012-12-05,-0.005686987072734673,0.4,0.00011999999999999999,-0.005806987072734673,-0.004473907217331452,0.0012130798554032206
2012-12-06,0.001936840305124643,0.4,0.00011999999999999999,0.0018168403051246431,0.007538487774275215,0.005601647469150572
2012-12-07,-0.0010758116217556301,0.4,0.00011999999999999999,-0.0011958116217556302,0.007990766140867401,0.00906657776262303
2012-12-10,0.003658324547600045,0.4,0.00011999999999999999,0.003538324547600045,0.000487842989904208,-0.0031704815576958367
2012-12-11,0.004059739936579132,0.8,0.00023999999999999998,0.003819739936579132,0.0025358845068704115,-0.0015238554297087204
2012-12-12,0.002978435976563354,0.8,0.00023999999999999998,0.0027384359765633536,-0.004176468267494249,-0.007154904244057602
2012-12-13,-0.003325865859490351,0.6000000000000001,0.00018,-0.0035058658594903512,0.01453759118912501,0.01786345704861536
2012-12-14,-0.003991856430084019,0.6000000000000001,0.00018,-0.004171856430084019,0.002901013033676336,0.006892869463760354
2012-12-17,0.005348800269872766,0.4,0.00011999999999999999,0.005228800269872766,0.004344663750893552,-0.0010041365189792152
2012-12-18,-0.0015361173369228703,0.4,0.00011999999999999999,-0.0016561173369228702,-0.004693505474973536,-0.003157388138050665
2012-12-19,-0.007858928814911438,0.4,0.00011999999999999999,-0.007978928814911438,-0.006766455611642197,0.0010924732032692396
2012-12-20,-0.005364567965464738,0.8,0.00023999999999999998,-0.005604567965464738,-0.011058145019562282,-0.005693577054097542
2012-12-21,0.0010558776497568978,0.2,5.9999999999999995e-05,0.0009958776497568979,0.004096934057255042,0.003041056407498144
2012-12-24,-0.003492970073300095,0.2,5.9999999999999995e-05,-0.003552970073300095,0.002537242322716815,0.0060302123960169094
2012-12-25,0.004282792524305147,0.6,0.00017999999999999998,0.004102792524305147,0.007935617744900836,0.0036528252205956903
2012-12-26,0.0007468385815732506,0.2,5.9999999999999995e-05,0.0006868385815732507,0.004774836608742339,0.004027998027169089
2012-12-27,-0.0032509156572141378,0.4,0.00011999999999999999,-0.0033709156572141376,0.0028745483165962147,0.006125463973810352
2012-12-28,-0.022553445729673886,0.8,0.00023999999999999998,-0.022793445729673886,-0.0033550117584781438,0.01919843397119574
2012-12-31,-0.011884435377383129,0.2,5.9999999999999995e-05,-0.011944435377383128,-0.009789689540875224,0.0020947458365079053
2013-01-04,0.009786275363678355,0.4,0.00011999999999999999,0.009666275363678355,0.006832532611592401,-0.0029537427520859526
2013-01-07,-0.0030626108155749955,0.6000000000000001,0.00018,-0.0032426108155749955,0.0003313142404124836,0.003393925055987479
2013-01-08,0.0103151396302398,0.2,5.9999999999999995e-05,0.010255139630239801,0.002036070623649833,-0.008279069006589968
2013-01-09,-0.006755594810898003,0.8,0.00023999999999999998,-0.006995594810898002,-0.004189893129516742,0.0025657016813812605
2013-01-10,0.016947293643262196,0.2,5.9999999999999995e-05,0.016887293643262195,-0.0023212573974596084,-0.019268551040721803
2013-01-11,0.010166504515961572,1.0,0.0003,0.009866504515961572,0.010882402722664474,0.0007158982067029029
2013-01-14,0.013534174719861337,1.0,0.0003,0.013234174719861337,0.007233421795322425,-0.0063007529245389104
2013-01-15,0.005918447877144151,1.0,0.0003,0.005618447877144151,0.0035031818214921627,-0.002415266055651988
2013-01-16,0.0013377539901083591,0.8,0.00023999999999999998,0.0010977539901083592,-0.0015341980706103265,-0.0028719520607186854
2013-01-17,-7.495309837555163e-05,0.4,0.00011999999999999999,-0.00019495309837555162,0.006357913552767958,0.0064328666511435095
2013-01-18,-0.0033878499063768387,0.6000000000000001,0.00018,-0.0035678499063768387,-0.003280559955939455,0.00010728995043738366
2013-01-21,0.005241802363263015,0.4,0.00011999999999999999,0.005121802363263015,0.006255662026263886,0.0010138596630008712
2013-01-22,-0.0018464253492392892,0.8,0.00023999999999999998,-0.0020864253492392892,-0.0017579118622367052,8.851348700258387e-05
2013-01-23,0.00505928714847601,0.4,0.00011999999999999999,0.00493928714847601,-0.0029413467459100673,-0.008000633894386077
2013-01-24,-0.003346607835012283,0.8,0.00023999999999999998,-0.0035866078350122827,0.0016676144920838576,0.005014222327096141
2013-01-25,-2.0011395744568092e-05,0.6000000000000001,0.00018,-0.0002000113957445681,-0.002228128126700435,-0.002208116730955867
2013-01-28,-0.0050991446125624226,0.6000000000000001,0.00018,-0.005279144612562422,0.0042693692801730075,0.009368513892735431
2013-01-29,0.002340360356392979,0.8,0.00023999999999999998,0.0021003603563929793,0.0048905036922594295,0.0025501433358664505
2013-01-30,0.0044932783390122305,0.4,0.00011999999999999999,0.00437327833901223,0.010079417876926655,0.005586139537914425
2013-01-31,0.003848470974710816,0.8,0.00023999999999999998,0.0036084709747108163,0.004754735872517291,0.0009062648978064747
2013-02-01,7.287143427578868e-05,0.6000000000000001,0.00018,-0.00010712856572421133,0.008073644962942893,0.008000773528667104
2013-02-04,0.006708379282771415,0.6000000000000001,0.00018,0.006528379282771416,-0.0011187706631905047,-0.00782714994596192
2013-02-05,0.004220221650580092,0.8,0.00023999999999999998,0.003980221650580092,0.005178109616109894,0.0009578879655298023
2013-02-06,-0.002140008629196166,0.8,0.00023999999999999998,-0.002380008629196166,-0.003309929404673495,-0.001169920775477329
2013-02-07,0.0051538546821035,0.6000000000000001,0.00018,0.0049738546821035,-0.0045466464098014026,-0.0097005010919049
2013-02-08,0.006962710687379482,0.4,0.00011999999999999999,0.006842710687379482,-0.009950821486410045,-0.016913532173789526
2013-02-18,0.00527763149292333,0.4,0.00011999999999999999,0.00515763149292333,0.0060647599239834985,0.0007871284310601689
2013-02-19,0.004625553481233902,0.4,0.00011999999999999999,0.0045055534812339015,0.00030862120366328407,-0.004316932277570617
2013-02-20,0.0037490761483914194,0.6000000000000001,0.00018,0.0035690761483914194,-0.017536019674507,-0.021285095822898413
2013-02-21,-0.0005127105199214557,1.0,0.0003,-0.0008127105199214556,0.0060633514251456685,0.006576061945067125
2013-02-22,0.015751232788726435,0.6000000000000001,0.00018,0.015571232788726436,-0.0017943127998187648,-0.017545545588545198
2013-02-25,-0.0017236093660912616,0.8,0.00023999999999999998,-0.0019636093660912613,-0.01194136081923738,-0.010217751453146118
2013-02-26,0.007359949447695846,0.6,0.00017999999999999998,0.007179949447695846,0.009804974585935522,0.0024450251382396758
2013-02-27,-0.0051111486997563295,0.4,0.00011999999999999999,-0.00523114869975633,-0.0018551414481724926,0.0032560072515838367
2013-02-28,-0.007120264179850411,0.2,5.9999999999999995e-05,-0.007180264179850411,-0.010224808944078335,-0.0031045447642279234
2013-03-01,0.002786574583098389,0.4,0.00011999999999999999,0.002666574583098389,-0.00038897096781784766,-0.0031755455509162368
2013-03-04,0.009340933393749973,0.6000000000000001,0.00018,0.009160933393749973,0.011912599969866688,0.0025716665761167158
2013-03-05,-0.001274593631250598,0.6000000000000001,0.00018,-0.0014545936312505981,-0.001893769767788256,-0.0006191761365376581
2013-03-06,-0.001697677230323524,0.4,0.00011999999999999999,-0.0018176772303235239,-0.00741658272192045,-0.005718905491596926
2013-03-07,-0.0012666994214267648,0.6000000000000001,0.00018,-0.0014466994214267649,0.0017057205260327724,0.002972419947459537
2013-03-08,-0.0026897612674399163,0.6000000000000001,0.00018,-0.0028697612674399163,-0.005536937248332619,-0.002847175980892702
2013-03-11,-0.010478248498538734,0.6000000000000001,0.00018,-0.010658248498538733,-0.01325361602669244,-0.0027753675281537047
2013-03-12,-0.01795820959662229,0.0,0.0,-0.01795820959662229,-0.013185949512591843,0.0047722600840304445
2013-03-13,-0.0078413326373614,0.2,5.9999999999999995e-05,-0.007901332637361399,-0.011051401070007617,-0.0032100684326462183
2013-03-14,0.014542106327251749,0.4,0.00011999999999999999,0.014422106327251749,0.01670224918226464,0.002160142855012892
2013-03-15,-0.011391360983692003,0.6000000000000001,0.00018,-0.011571360983692002,-0.018096077168832235,-0.006704716185140236
2013-03-18,0.0019551305208169055,0.6,0.00017999999999999998,0.0017751305208169054,0.005086415927517751,0.0031312854067008455
2013-03-19,0.006682242262514994,0.2,5.9999999999999995e-05,0.006622242262514994,0.009580191638527368,0.0028979493760123765
2013-03-20,0.015526733194968846,0.4,0.00011999999999999999,0.015406733194968845,0.014510200050658284,-0.0010165331443105607
2013-03-21,-0.005553369024946343,0.8,0.00023999999999999998,-0.005793369024946342,-0.00816888578049726,-0.0026155167555509174
2013-03-22,0.0026223958320988673,0.8,0.00023999999999999998,0.002382395832098867,0.0031347816288653354,0.000512385796766468
2013-03-25,-0.0031172916295254985,0.4,0.00011999999999999999,-0.0032372916295254984,-0.006855820419744907,-0.0037385287902194086
2013-03-26,0.0002406048663798014,0.6000000000000001,0.00018,6.060486637980139e-05,-0.0020236440910964106,-0.0022642489574762116
2013-03-27,-0.004905663662576056,0.6000000000000001,0.00018,-0.0050856636625760555,-0.007300169406879187,-0.0023945057443031325
2013-03-28,-0.00563410063953671,0.4,0.00011999999999999999,-0.00575410063953671,-0.005999167634726521,-0.00036506699518981114
2013-03-29,-0.012408989512196267,0.2,5.9999999999999995e-05,-0.012468989512196266,-0.017928999685049973,-0.005520010172853707
2013-04-01,0.014920998676977916,0.4,0.00011999999999999999,0.014800998676977916,0.016458566738432222,0.0015375680614543087
2013-04-02,-0.005844129987789293,0.4,0.00011999999999999999,-0.005964129987789293,-0.011782557340989364,-0.005938427353200071
2013-04-03,-0.0001420489399037942,0.6000000000000001,0.00018,-0.00032204893990379424,0.008134571653145017,0.008276620593048812
2013-04-08,0.0011259925181062336,0.6,0.00017999999999999998,0.0009459925181062336,0.0003408578500017301,-0.0007851346681045035
2013-04-09,0.006239326018083991,0.2,5.9999999999999995e-05,0.006179326018083991,0.005166886001377535,-0.0010724400167064553
2013-04-10,-0.007901355306774917,0.2,5.9999999999999995e-05,-0.007961355306774916,-0.010861835799540209,-0.002960480492765294
2013-04-11,0.0025371569983358546,0.2,5.9999999999999995e-05,0.0024771569983358544,0.0021675328990144347,-0.0003696240993214195
2013-04-12,-0.02005690390846755,0.2,5.9999999999999995e-05,-0.02011690390846755,-0.0349877881463424,-0.014930884237874854
2013-04-15,-0.042923410164875976,0.6000000000000001,0.00018,-0.043103410164875976,-0.04352270140494634,-0.0005992912400703653
2013-04-16,-0.011851279655519398,0.2,5.9999999999999995e-05,-0.011911279655519398,-0.011622815954872379,0.00022846370064701915
2013-04-17,-0.007633621101002854,0.4,0.00011999999999999999,-0.007753621101002854,-0.006493312207345103,0.0011403088936577487
2013-04-18,0.010365687853201867,0.4,0.00011999999999999999,0.010245687853201867,0.005464495886958898,-0.0049011919662429685
2013-04-19,-0.007519357797327153,0.4,0.00011999999999999999,-0.007639357797327153,-0.013719748285991562,-0.006200390488664409
2013-04-22,0.0032645204822285383,0.4,0.00011999999999999999,0.0031445204822285384,0.003980545226098964,0.0007160247438704248
2013-04-23,0.01794271685401154,0.6,0.00017999999999999998,0.01776271685401154,0.016144237728700307,-0.0017984791253112364
2013-04-24,-0.00424009467473796,0.4,0.00011999999999999999,-0.00436009467473796,-0.0019180396704492563,0.0023220550042887035
2013-04-25,0.007336455718691371,0.6,0.00017999999999999998,0.007156455718691371,0.007517974041568931,0.00018151832287756077
2013-04-26,-0.0062796510107611565,0.2,5.9999999999999995e-05,-0.006339651010761157,-0.010702778220904596,-0.004423127210143441
2013-05-02,0.018034038636711873,0.4,0.00011999999999999999,0.017914038636711874,0.019508859170184946,0.0014748205334730758
2013-05-03,0.0067935752714893384,0.4,0.00011999999999999999,0.006673575271489338,0.011682247880451335,0.004888672608961997
2013-05-06,-0.00749309397448974,0.4,0.00011999999999999999,-0.00761309397448974,-0.01053910962962672,-0.00304601565513698
2013-05-07,0.007170121179362133,0.4,0.00011999999999999999,0.007050121179362132,0.01217763181922682,0.005007510639864687
2013-05-08,0.004043663263342845,0.6000000000000001,0.00018,0.003863663263342845,0.0014166277514729765,-0.0026270355118698683
2013-05-09,0.013237269862988808,0.8,0.00023999999999999998,0.012997269862988808,0.009331509574421703,-0.0039057602885671063
2013-05-10,0.004678000055042085,0.8,0.00023999999999999998,0.004438000055042086,-0.004403330398134675,-0.009081330453176762
2013-05-13,-0.0034052280541162047,0.6000000000000001,0.00018,-0.0035852280541162048,-0.0012816525702982861,0.002123575483817919
2013-05-14,0.004904174854512976,0.6,0.00017999999999999998,0.004724174854512976,-0.012024049676445126,-0.016928224530958103
2013-05-15,0.006054415861648055,1.0,0.0003,0.005754415861648055,0.0001949258120487185,-0.005859490049599336
2013-05-16,0.0006490177736863997,0.6,0.00017999999999999998,0.0004690177736863997,0.004067283360810081,0.003418265587123681
2013-05-17,-0.007207919499509652,0.6000000000000001,0.00018,-0.007387919499509651,-0.007647301030911979,-0.0004393815314023275
2013-05-20,0.015359003786530415,0.6,0.00017999999999999998,0.015179003786530415,0.019467282095949924,0.004108278309419511
2013-05-21,0.0006801177850031207,0.6000000000000001,0.00018,0.0005001177850031207,0.0017453543996833077,0.0010652366146801872
2013-05-22,0.0063212392540946466,0.6000000000000001,0.00018,0.006141239254094647,-0.010223431924509852,-0.016544671178604496
2013-05-23,0.002836298606173182,1.0,0.0003,0.002536298606173182,0.0033334937840765245,0.0004971951779033423
2013-05-24,-0.0007163143747102036,0.6000000000000001,0.00018,-0.0008963143747102037,-0.0033002899353469007,-0.0025839755606366977
2013-05-27,-0.005819863097729883,1.0,0.0003,-0.006119863097729883,-0.0030713008945040697,0.002748562203225813
2013-05-28,-0.01816314670454371,0.6000000000000001,0.00018,-0.01834314670454371,-0.01299342072968861,0.0051697259748550994
2013-05-29,0.019805554227340583,0.4,0.00011999999999999999,0.019685554227340585,0.0049822136518089975,-0.014823340575531585
2013-05-30,0.013203377686148966,1.0,0.0003,0.012903377686148966,0.017737423166241252,0.004534045480092286
2013-05-31,0.012853967262443767,0.6000000000000001,0.00018,0.012673967262443768,0.008695340167272669,-0.0041586270951710965
2013-06-03,0.022424101015562647,0.6000000000000001,0.00018,0.022244101015562647,0.020042847983812128,-0.0023812530317505187
2013-06-04,0.0051899790035633275,0.8,0.00023999999999999998,0.004949979003563328,-0.004133112727100463,-0.00932309173066379
2013-06-05,-0.02241195331281425,0.4,0.00011999999999999999,-0.022531953312814247,-0.025503147269227533,-0.0030911939564132853
2013-06-06,-0.00817308618361714,0.4,0.00011999999999999999,-0.00829308618361714,-0.0007353250712860193,0.00743776111233112
2013-06-07,0.003961392744975846,0.2,5.9999999999999995e-05,0.003901392744975846,-0.00751116879055338,-0.011472561535529224
2013-06-13,0.0004978402117795648,0.6000000000000001,0.00018,0.0003178402117795648,0.002079280838544739,0.0015814406267651738
2013-06-14,0.005064515250702773,0.2,5.9999999999999995e-05,0.005004515250702773,0.009584556213384365,0.004520040962681593
2013-06-17,0.007445178244923367,0.6000000000000001,0.00018,0.007265178244923368,0.004181259281682959,-0.0032639189632404086
2013-06-18,-0.001249388775508153,0.4,0.00011999999999999999,-0.001369388775508153,-0.0007070663085620099,0.0005423224669461435
2013-06-19,-0.014580742158418314,0.4,0.00011999999999999999,-0.014700742158418314,-0.02332151437119332,-0.008740772212775005
2013-06-20,-0.010133976549086987,0.6000000000000001,0.00018,-0.010313976549086987,-0.017121590601287262,-0.006987614052200275
2013-06-21,-0.0033655308228108588,0.8,0.00023999999999999998,-0.0036055308228108585,-0.01746672732131973,-0.014101196498508873
2013-06-24,0.01199405972420593,1.0,0.0003,0.01169405972420593,0.012772546050953215,0.0007784863267472853
2013-06-25,-0.012725704505308256,0.2,5.9999999999999995e-05,-0.012785704505308255,-0.022099496672715536,-0.00937379216740728
2013-06-26,0.019133253498317668,0.2,5.9999999999999995e-05,0.019073253498317667,0.011704119231552124,-0.007429134266765547
2013-06-27,0.004577229397948602,0.8,0.00023999999999999998,0.004337229397948603,0.003577003540142254,-0.0010002258578063472
2013-06-28,0.024686380150811794,0.6000000000000001,0.00018,0.024506380150811795,0.02422268413125428,-0.0004636960195575135
2013-07-01,-0.004211550131060626,0.8,0.00023999999999999998,-0.004451550131060626,0.007308542002125673,0.0115200921331863
2013-07-02,0.01999343528198403,1.0,0.0003,0.01969343528198403,-0.002324808316914506,-0.022318243598898536
2013-07-03,0.004936096177341232,1.4000000000000001,0.00042,0.004516096177341232,0.003462851274593515,-0.0014732449027477167
2013-07-04,-0.00932887055176861,0.6000000000000001,0.00018,-0.009508870551768609,-0.014321144467978497,-0.0049922739162098885
2013-07-05,0.012505105761903581,0.6,0.00017999999999999998,0.012325105761903581,0.009260981030641723,-0.003244124731261855
2013-07-08,0.008998233291254444,0.6000000000000001,0.00018,0.008818233291254444,-0.0015340833151462618,-0.010532316606400704
2013-07-09,-0.0006107380341241033,0.8,0.00023999999999999998,-0.0008507380341241033,0.0047069667639027864,0.00531770479802689
2013-07-10,0.022446833638987675,0.4,0.00011999999999999999,0.022326833638987676,0.028278205922203713,0.0058313722832160405
2013-07-11,0.005151326283774793,0.8,0.00023999999999999998,0.004911326283774793,0.0009316920292836483,-0.004219634254491145
2013-07-12,-0.002194968751409498,0.7999999999999999,0.00023999999999999995,-0.0024349687514094976,-0.006650605905579332,-0.004455637154169833
2013-07-15,0.0011179173309104232,0.6,0.00017999999999999998,0.0009379173309104231,0.0038121134741029073,0.002694196143192484
2013-07-16,0.004735623974085335,0.4,0.00011999999999999999,0.004615623974085335,0.007522647849680842,0.0027870238755955067
2013-07-17,-0.0018760382483525408,1.0,0.0003,-0.0021760382483525407,0.0027493654280214886,0.004625403676374029
2013-07-18,-0.006049171421056943,0.2,5.9999999999999995e-05,-0.006109171421056943,-0.006546967888482569,-0.0004977964674256263
2013-07-19,0.01028046902069888,0.6000000000000001,0.00018,0.010100469020698881,0.013047281217514018,0.0027668121968151384
2013-07-22,0.0007053011203879134,0.8,0.00023999999999999998,0.0004653011203879134,-0.0007637634247336766,-0.00146906454512159
2013-07-23,0.006624504989359382,0.4,0.00011999999999999999,0.006504504989359382,-0.00033534308622424903,-0.00695984807558363
2013-07-24,-0.00492494804716026,1.0,0.0003,-0.00522494804716026,-0.007679037132282662,-0.002754089085122402
2013-07-25,-0.01867937028260982,0.6000000000000001,0.00018,-0.01885937028260982,-0.02507067944855066,-0.00639130916594084
2013-07-26,0.005061850162180304,0.2,5.9999999999999995e-05,0.0050018501621803034,-0.00011504466856160356,-0.005176894830741907
2013-07-29,-0.0001388037078004392,0.4,0.00011999999999999999,-0.0002588037078004392,-0.0007327820787851325,-0.0005939783709846935
2013-07-30,0.010621185439097182,0.6000000000000001,0.00018,0.010441185439097183,0.013298453448010106,0.002677268008912925
2013-07-31,-0.00036422887314400097,0.6000000000000001,0.00018,-0.000544228873144001,0.0045247731146568215,0.0048890019878008225
2013-08-01,0.0038260504769994656,0.8,0.00023999999999999998,0.0035860504769994654,0.006055343810939817,0.002229293333940352
2013-08-02,-0.0031600197951703766,0.6000000000000001,0.00018,-0.0033400197951703767,0.0005493228427451812,0.003709342637915558
2013-08-05,-0.0007788683296584991,0.2,5.9999999999999995e-05,-0.0008388683296584991,0.0005567480077872666,0.0013356163374457664
2013-08-06,-0.004235446337771265,0.8,0.00023999999999999998,-0.004475446337771265,-0.005806010176890197,-0.0015705638391189324
2013-08-07,-0.005058908495629932,0.6,0.00017999999999999998,-0.005238908495629932,0.003969995168905127,0.00902890366453506
2013-08-08,-0.004960037913518755,0.8,0.00023999999999999998,-0.005200037913518755,0.004072908639214034,0.00903294655273279
2013-08-09,-0.015215981855143345,0.2,5.9999999999999995e-05,-0.015275981855143344,0.004151776865435952,0.019367758720579296
2013-08-12,0.004463991734126682,0.2,5.9999999999999995e-05,0.004403991734126682,0.014607090689850976,0.010143098955724295
2013-08-13,-0.001182763583523695,0.4,0.00011999999999999999,-0.0013027635835236948,-0.0057464534354295434,-0.00456368985190585
2013-08-14,-0.00570402170068849,0.4,0.00011999999999999999,-0.00582402170068849,0.005135417006121923,0.010839438706810412
2013-08-15,0.004694632556921509,0.6000000000000001,0.00018,0.004514632556921509,0.008748253700897646,0.004053621143976139
2013-08-16,-0.0009066733145740137,0.6000000000000001,0.00018,-0.0010866733145740138,-0.0006366468134068714,0.0002700265011671421
2013-08-19,0.0011890157529969468,0.2,5.9999999999999995e-05,0.0011290157529969468,-0.0007788080149947696,-0.0019678237679917167
2013-08-20,-0.000564619426517976,0.4,0.00011999999999999999,-0.000684619426517976,8.683461276288717e-05,0.0006514540392808632
2013-08-21,0.008795175158703006,0.4,0.00011999999999999999,0.008675175158703006,0.008709095129100963,-8.608002960204253e-05
2013-08-22,-0.01502045225882127,0.4,0.00011999999999999999,-0.01514045225882127,-0.0011448930018244318,0.01387555925699684
2013-08-23,0.005619705215013138,0.6,0.00017999999999999998,0.005439705215013139,0.020384195907770984,0.014764490692757848
2013-08-26,-0.009173174896023184,0.8,0.00023999999999999998,-0.009413174896023184,0.0001052657766499765,0.009278440672673161
2013-08-27,0.019448476204158485,0.6000000000000001,0.00018,0.019268476204158485,-0.0021855720050327544,-0.021634048209191237
2013-08-28,0.014159190117754818,1.2,0.00035999999999999997,0.01379919011775482,0.001158877499944011,-0.013000312617810806
2013-08-29,0.010984780978677146,0.4,0.00011999999999999999,0.010864780978677145,-0.0030368175246277664,-0.014021598503304911
2013-08-30,0.012225901804943252,0.8,0.00023999999999999998,0.011985901804943251,0.01114747132244931,-0.0010784304824939417
2013-09-02,0.006885280725110743,1.0,0.0003,0.006585280725110743,-0.0006970094081360179,-0.007582290133246761
2013-09-03,0.03384232635678944,0.8,0.00023999999999999998,0.03360232635678944,0.015509940717991699,-0.018332385638797733
2013-09-04,-0.007525092679165013,0.8,0.00023999999999999998,-0.007765092679165013,-0.006970035714800172,0.0005550569643648417
2013-09-05,-0.00495321568253364,0.6,0.00017999999999999998,-0.00513321568253364,-0.00020200215531767095,0.0047512135272159695
2013-09-06,-0.003616937836769952,0.6000000000000001,0.00018,-0.003796937836769952,-0.0036966324838477284,-7.969464707777708e-05
